n_policy,HalfCheetah1_500,HalfCheetah2_500,HalfCheetah3_500,HalfCheetah4_500,HalfCheetah5_500,HalfCheetah6_500,HalfCheetah7_500,HalfCheetah8_500,HalfCheetah9_500,HalfCheetah10_500,Walker2d1_500,Walker2d2_500,Walker2d3_500,Walker2d4_500,Walker2d5_500,Walker2d6_500,Walker2d7_500,Walker2d8_500,Walker2d9_500,Walker2d10_500,Ant1_500,Ant2_500,Ant3_500,Ant4_500,Ant5_500,Ant6_500,Ant7_500,Ant8_500,Ant9_500,Ant10_500,Humanoid1_500,Humanoid2_500,Humanoid3_500,Humanoid4_500,Humanoid5_500,Humanoid6_500,Humanoid7_500,Humanoid8_500,Humanoid9_500,Humanoid10_500,HumanoidStandup1_500,HumanoidStandup2_500,HumanoidStandup3_500,HumanoidStandup4_500,HumanoidStandup5_500,HumanoidStandup6_500,HumanoidStandup7_500,HumanoidStandup8_500,HumanoidStandup9_500,HumanoidStandup10_500,Walker2d1_100,Walker2d2_100,Walker2d3_100,Walker2d4_100,Walker2d5_100,Walker2d6_100,Walker2d7_100,Walker2d8_100,Walker2d9_100,Walker2d10_100,Ant1_50,Ant2_50,Ant3_50,Ant4_50,Ant5_50,Ant6_50,Ant7_50,Ant8_50,Ant9_50,Ant10_50,Humanoid1_25,Humanoid2_25,Humanoid3_25,Humanoid4_25,Humanoid5_25,Humanoid6_25,Humanoid7_25,Humanoid8_25,Humanoid9_25,Humanoid10_25
163,1914.377749098,3004.771010644,3882.24756882,4618.113234302,1877.069463746,3543.822653248,4262.713358544,3838.065504364,3840.19541341,1783.357360608,4071.624510742,4479.359227332,4025.512480768,4529.733376474001,4122.010227612,4253.047121934001,4019.270343864,4201.950399768,4244.371371378,4488.931104419999,1586.250855064,1864.79140549,2611.293819268,1939.771650746,2146.0759887540003,2312.628110626,1906.114193044,1879.555658634,2301.649503502,2320.96765232,576.3735196760001,518.618441806,569.127380996,500.987693706,542.907862312,493.088763562,552.7577654599999,628.222090976,461.570784196,482.338813788,88583.698316394,84924.852972184,82035.404396586,78411.747073006,95290.20222471398,87093.98830694398,82274.046249078,78821.772076898,107207.601250652,90822.852289956,4095.805661346,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2312.628110626,1989.21848452,1879.555658634,2301.649503502,2332.555427816,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,512.44759879
164,1918.948420764,3004.771010644,3915.076852034,4618.113234302,1879.789477806,3459.249835258,4280.668002704,3807.96140834,3884.960786,1776.8417094339998,4053.573733328,4455.924545741999,4025.512480768,4404.198097514,4122.010227612,4219.084755436,3923.263958482,4201.950399768,4318.179349888001,4488.931104419999,1802.301658544,1864.79140549,2640.859614834,1918.826700042,2152.020693582,2325.016014704,1906.114193044,1879.555658634,2338.337605348,2334.1661471340003,588.2378406720001,518.618441806,569.127380996,500.987693706,468.2666373779999,520.448358336,552.7577654599999,619.669828922,461.570784196,484.20803815,88583.698316394,84924.852972184,82035.404396586,78411.747073006,95290.20222471398,87093.98830694398,82274.046249078,78821.772076898,107231.339969928,90931.64233734,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1802.301658544,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2312.628110626,1989.21848452,1879.555658634,2338.337605348,2332.555427816,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,484.20803815
165,1910.4344197860005,2938.338447026,3919.798667672,4618.113234302,1880.34124191,3429.58723761,4301.18528819,3837.932376804,3916.421952504,1784.5334758299998,4025.131839752,4455.924545741999,4025.512480768,4537.392325442,4122.010227612,4254.331319982,3923.263958482,4201.950399768,4338.04864283,4488.931104419999,1886.42622336,1864.79140549,2618.1716358420003,1938.804408702,2178.717177462001,2342.00005907,1906.114193044,1918.328789952,2336.946869234,2389.5083220599995,617.58507126,553.2955330460001,569.127380996,500.987693706,468.2666373779999,520.448358336,552.7577654599999,604.091511502,461.570784196,484.20803815,88556.40775291198,84924.852972184,82035.404396586,78411.747073006,95290.20222471398,87093.98830694398,82274.046249078,78821.772076898,107449.55158224,91612.15864763,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1802.301658544,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2312.628110626,1989.21848452,1918.328789952,2338.337605348,2332.555427816,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,484.20803815
166,1916.557358464,3047.639682988,3915.636419472,4618.113234302,1867.824494352,3429.58723761,4341.791220421999,3855.416341608,3929.526491486,1784.384200094,3999.55091517,4476.861157716001,4025.512480768,4481.252893514,4122.010227612,4254.331319982,3923.263958482,4201.950399768,4376.473866518,4488.931104419999,1837.1857083800005,1864.79140549,2594.276903978,1938.804408702,2183.85983885,2317.298608114,1906.114193044,1924.752620578,2337.0665617460004,2354.408498178,617.58507126,553.2955330460001,569.127380996,500.987693706,468.2666373779999,520.448358336,552.7577654599999,601.836345912,461.570784196,484.20803815,88280.91274410799,84924.852972184,81754.89176138402,78411.747073006,95290.20222471398,87093.98830694398,82274.046249078,78821.772076898,107525.93111144,93550.38303908598,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4315.605930808,4376.473866518,4451.433255258001,1837.1857083800005,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2312.628110626,1989.21848452,1918.328789952,2338.337605348,2332.555427816,555.3129657079999,564.745230162,560.0751093800001,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,484.20803815
167,1912.041965378,2995.00198884,3954.709252972,4618.113234302,1871.891921532,3429.58723761,4332.162936552,3906.448293014,3970.273160704,1786.2619130520002,4079.016671806,4476.861157716001,4025.512480768,4481.252893514,4122.010227612,4254.331319982,3923.263958482,4201.950399768,4380.170838876,4488.931104419999,1946.550888596,1864.79140549,2649.814739204,1938.804408702,2189.070832556,2345.444235464,1906.114193044,1962.530443234,2335.2480947960003,2412.073708694,561.2985654239999,553.2955330460001,569.127380996,500.987693706,468.2666373779999,508.150367462,552.7577654599999,599.2055172180001,461.570784196,484.20803815,89252.993646936,84924.852972184,81754.89176138402,78411.747073006,95290.20222471398,87204.210351706,82274.046249078,78821.772076898,107718.584646972,92710.719871636,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4315.605930808,4380.170838876,4451.433255258001,1837.1857083800005,1888.161978526,2555.891869972,1902.73865841,2189.070832556,2345.444235464,1989.21848452,1918.328789952,2338.337605348,2332.555427816,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,490.1673266620001
168,1910.824002512,3013.678002288,3963.896393106,4618.113234302,1873.849775088,3429.58723761,4343.27210375,3870.580620552,3907.861648772,1792.59637603,4067.111783868,4476.861157716001,4025.512480768,4540.885843095999,4122.010227612,4254.331319982,3923.263958482,4201.950399768,4371.493498202,4488.931104419999,1901.315507988,1864.79140549,2655.74390783,1938.804408702,2222.439394456,2398.057530518,1906.114193044,1992.901152668,2114.074929132,2412.073708694,545.49312936,553.2955330460001,569.127380996,500.987693706,468.2666373779999,508.150367462,576.5978945500001,620.065588668,461.570784196,484.20803815,88993.28934649398,86218.000098032,85366.881357474,78411.747073006,95290.20222471398,87204.210351706,82274.046249078,78821.772076898,107718.584646972,93362.682531142,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4315.605930808,4371.493498202,4451.433255258001,1837.1857083800005,1910.745666944,2655.74390783,1902.73865841,2189.070832556,2398.057530518,1989.21848452,1918.328789952,2338.337605348,2332.555427816,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,490.1673266620001
169,1910.824002512,3052.218359948,4004.96951021,4618.113234302,1885.502460224,3429.58723761,4368.967542167999,3870.02248099,4039.840957064,1788.315905436,3966.40180614,4476.861157716001,4025.512480768,4574.349876736001,4122.010227612,4254.331319982,3923.263958482,4305.754303458,4381.610587236,4426.768475582001,1858.093421728,1864.79140549,2660.671688876,1938.804408702,2249.094128672,2409.740019792,1906.114193044,2015.368704708,1872.53884644,2412.073708694,545.49312936,553.2955330460001,570.07736963,500.987693706,468.2666373779999,508.150367462,576.5978945500001,600.9888984360001,461.570784196,484.20803815,88993.28934649398,86230.025004262,88231.561070786,78411.747073006,95290.20222471398,87204.210351706,82274.046249078,78821.772076898,107718.584646972,95693.087481716,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4315.605930808,4371.493498202,4451.433255258001,1837.1857083800005,1910.745666944,2660.671688876,1902.73865841,2189.070832556,2398.057530518,1989.21848452,2015.368704708,2338.337605348,2332.555427816,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,600.9888984360001,458.654093774,490.1673266620001
170,1916.12989746,3136.1213435859995,4009.211875598001,4618.113234302,1881.580193384,3429.58723761,4388.175709835999,3840.680984488,4040.493462376001,1784.656470276,3966.40180614,4476.861157716001,4025.512480768,4574.349876736001,4122.010227612,4254.331319982,4048.206538934,4324.736607918,4341.41921487,4648.225966896,1858.093421728,1864.79140549,2617.862957698,1938.804408702,2218.864390886,2456.197280186,1906.114193044,2054.885906848,1872.53884644,2412.073708694,545.49312936,553.2955330460001,570.07736963,500.987693706,468.2666373779999,497.93740111,576.5978945500001,600.9888984360001,461.570784196,481.36761568,88993.28934649398,86646.35251279401,91816.605426242,78411.747073006,95290.20222471398,87204.210351706,82274.046249078,78821.772076898,107904.131318432,94979.786058628,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,4020.607157094,4324.736607918,4341.41921487,4648.225966896,1837.1857083800005,1910.745666944,2660.671688876,1902.73865841,2189.070832556,2456.197280186,1989.21848452,2015.368704708,2338.337605348,2332.555427816,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,600.9888984360001,458.654093774,490.1673266620001
171,1917.912131976,3161.84969467,4037.365101454,4618.113234302,1882.468252714,3429.58723761,4397.685100578,3898.613571724,4040.296247624,1784.749951592,3966.40180614,4476.861157716001,4149.310524606,4574.349876736001,4122.010227612,4447.599224271999,3994.567740846,4314.736030878,4336.48206717,4644.175305696,1958.305251092,1864.79140549,2588.20740583,1938.804408702,2263.1016966239995,2497.498747368,2200.684455028,2106.52818005,2105.990793784,2435.7547961099995,545.49312936,526.846417558,570.07736963,500.987693706,468.2666373779999,506.343416542,530.738943232,600.9888984360001,461.570784196,481.36761568,88993.28934649398,86646.35251279401,91816.605426242,78411.747073006,96956.835388834,87599.319538732,82274.046249078,78821.772076898,107904.131318432,94979.786058628,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,3994.567740846,4314.736030878,4336.48206717,4644.175305696,1837.1857083800005,1910.745666944,2660.671688876,1902.73865841,2189.070832556,2497.498747368,1989.21848452,2106.52818005,2338.337605348,2435.7547961099995,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,600.9888984360001,458.654093774,490.1673266620001
172,1920.038000334,3220.88815469,4060.27155012,4618.113234302,1884.267465648,3429.58723761,4385.334790184001,3896.48173566,4004.521157522,1790.086687334,3966.40180614,4476.861157716001,4149.310524606,4574.349876736001,4122.010227612,4362.321339466,3994.567740846,4297.386160536,4322.395052402,4790.354804268,1930.172369192,1832.578481698,2542.819945998,1938.804408702,2253.696402514,2534.332718192,2194.164758194,2106.52818005,2105.990793784,2500.762946628,545.49312936,526.846417558,570.07736963,500.987693706,468.2666373779999,506.343416542,530.738943232,656.963364972,461.570784196,481.36761568,90285.872531792,84312.687418648,91816.605426242,78411.747073006,96956.835388834,87599.319538732,82274.046249078,78821.772076898,107904.131318432,96356.558237142,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,3994.567740846,4297.386160536,4322.395052402,4790.354804268,1837.1857083800005,1910.745666944,2660.671688876,1902.73865841,2253.696402514,2534.332718192,1989.21848452,2106.52818005,2338.337605348,2435.7547961099995,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,600.9888984360001,458.654093774,490.1673266620001
173,1917.946274804,3133.313869134,4071.11071939,4618.113234302,1894.172987528,3429.58723761,4429.49729567,3907.64911915,4041.3435953560006,1788.891388766,4086.416909904,4476.861157716001,4149.310524606,4574.349876736001,4122.010227612,4392.993759904,3994.567740846,4366.220148739999,4349.117149684,4832.492503816,1910.2942942640004,1845.02014929,2554.300117288,1938.804408702,2306.456271434,2520.5956379740005,2194.164758194,2104.892618156,2380.733112652,2535.747967684,545.49312936,526.846417558,570.07736963,500.987693706,468.2666373779999,506.343416542,530.738943232,656.963364972,461.570784196,489.00803091,91329.624411648,85085.54808716799,91816.605426242,78411.747073006,97169.262344602,87885.190924076,82274.046249078,78821.772076898,107904.131318432,96356.558237142,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4253.047121934001,3994.567740846,4297.386160536,4322.395052402,4790.354804268,1910.2942942640004,1910.745666944,2660.671688876,1902.73865841,2253.696402514,2534.332718192,1989.21848452,2104.892618156,2338.337605348,2535.747967684,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,600.9888984360001,458.654093774,490.1673266620001
174,1909.011130896,3148.14678193,4065.417399914,4618.113234302,1894.172987528,3429.58723761,4411.091380746,3916.669745216,4106.844381592,1789.20223875,4117.288632184001,4476.861157716001,4149.310524606,4574.349876736001,4122.010227612,4407.357251572,4202.539786212,4359.909909158001,4352.737999596,4832.492503816,1949.456215624,1836.501418424,2684.302099106,1938.804408702,2306.456271434,2531.1122664120003,2285.249995314,2124.324739044,2380.733112652,2582.7555235900004,545.49312936,526.846417558,570.07736963,500.987693706,468.2666373779999,506.343416542,530.738943232,656.963364972,461.570784196,489.00803091,91329.624411648,85085.54808716799,91816.605426242,78411.747073006,96530.074773526,86788.733674124,82274.046249078,78821.772076898,108227.513880232,96356.558237142,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3621.946084114,4407.357251572,3994.567740846,4297.386160536,4322.395052402,4790.354804268,1910.2942942640004,1910.745666944,2660.671688876,1902.73865841,2253.696402514,2534.332718192,2285.249995314,2124.324739044,2338.337605348,2535.747967684,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,346.04588191999994,548.483585938,600.9888984360001,458.654093774,490.1673266620001
175,1916.964783094,3148.14678193,4091.262400606,4618.113234302,1889.95573186,3429.58723761,4434.717092626,3927.579727832,4098.742475356001,1788.291219726,4117.288632184001,4476.861157716001,4149.310524606,4574.349876736001,4122.010227612,4407.357251572,4202.539786212,4367.103463736,4128.147967664,4832.492503816,2012.398199048,1859.404461844,2684.302099106,1938.804408702,2306.456271434,2491.3519096060004,2340.409804814,2124.324739044,2380.733112652,2579.447190964,545.49312936,526.846417558,570.07736963,506.415546242,421.622482294,527.158340362,530.738943232,656.963364972,461.570784196,489.00803091,91329.624411648,85085.54808716799,91816.605426242,78411.747073006,97530.422818778,88500.50353518399,82274.046249078,78821.772076898,108227.513880232,96070.969247562,4053.573733328,4428.385028124,3917.639541092,4472.972107328,3191.863180752,4407.357251572,3994.567740846,4297.386160536,4322.395052402,4790.354804268,1910.2942942640004,1910.745666944,2660.671688876,1902.73865841,2253.696402514,2491.3519096060004,2285.249995314,2124.324739044,2338.337605348,2535.747967684,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,527.158340362,548.483585938,600.9888984360001,458.654093774,490.1673266620001
176,1904.909148534,3203.850252398,4093.4216281660006,4618.113234302,1892.270621944,3429.58723761,4464.37692959,3922.145559946,4149.088674146,1782.1479119699998,4117.288632184001,4476.861157716001,4149.310524606,4574.349876736001,3082.180355408,4407.357251572,4202.539786212,4392.342217722,4128.147967664,4759.572582572,1959.91747168,1790.600423466,2585.20811643,1938.804408702,2306.456271434,2486.7225067460004,2382.874022452,2222.5275898820005,2380.733112652,2607.020601526,545.49312936,526.846417558,570.07736963,506.415546242,421.622482294,527.158340362,530.738943232,656.963364972,461.570784196,489.00803091,91329.624411648,85085.54808716799,97475.11040910802,78411.747073006,97530.422818778,87025.30188846799,82274.046249078,81010.55784029201,108284.591073212,97908.311175454,4053.573733328,4428.385028124,4237.029782504,4472.972107328,3191.863180752,4407.357251572,3994.567740846,4297.386160536,4322.395052402,4790.354804268,1910.2942942640004,1910.745666944,2660.671688876,1902.73865841,2253.696402514,2491.3519096060004,2285.249995314,2124.324739044,2338.337605348,2535.747967684,555.3129657079999,564.745230162,560.0751093800001,459.896347978,542.907862312,527.158340362,548.483585938,600.9888984360001,458.654093774,490.1673266620001
