n_policy,HalfCheetah1_500,HalfCheetah2_500,HalfCheetah3_500,HalfCheetah4_500,HalfCheetah5_500,HalfCheetah6_500,HalfCheetah7_500,HalfCheetah8_500,HalfCheetah9_500,HalfCheetah10_500,Walker2d1_500,Walker2d2_500,Walker2d3_500,Walker2d4_500,Walker2d5_500,Walker2d6_500,Walker2d7_500,Walker2d8_500,Walker2d9_500,Walker2d10_500,Ant1_500,Ant2_500,Ant3_500,Ant4_500,Ant5_500,Ant6_500,Ant7_500,Ant8_500,Ant9_500,Ant10_500,Humanoid1_500,Humanoid2_500,Humanoid3_500,Humanoid4_500,Humanoid5_500,Humanoid6_500,Humanoid7_500,Humanoid8_500,Humanoid9_500,Humanoid10_500,HumanoidStandup1_500,HumanoidStandup2_500,HumanoidStandup3_500,HumanoidStandup4_500,HumanoidStandup5_500,HumanoidStandup6_500,HumanoidStandup7_500,HumanoidStandup8_500,HumanoidStandup9_500,HumanoidStandup10_500,Walker2d1_100,Walker2d2_100,Walker2d3_100,Walker2d4_100,Walker2d5_100,Walker2d6_100,Walker2d7_100,Walker2d8_100,Walker2d9_100,Walker2d10_100,Ant1_50,Ant2_50,Ant3_50,Ant4_50,Ant5_50,Ant6_50,Ant7_50,Ant8_50,Ant9_50,Ant10_50,Humanoid1_25,Humanoid2_25,Humanoid3_25,Humanoid4_25,Humanoid5_25,Humanoid6_25,Humanoid7_25,Humanoid8_25,Humanoid9_25,Humanoid10_25
140,1866.072055588,2711.078292828,3450.8295515940003,4407.9069956,1809.337807046,3349.6623719920003,3875.322764678,3545.17925181,3500.540934624,1711.860025836,3981.427612548,3913.671648032,3853.480315896,4361.136172972,4025.976727536001,3387.6234647979995,3868.405024078,4036.228058706,4006.243834888,4260.474516732,1563.635614376,1527.23146414,2062.18739767,1773.100634876,1982.896114246,2074.232420324,1741.464312448,1614.363634044,1931.438635038,2053.074199256,563.743998644,519.0054146040001,467.08715358600006,453.134862658,450.834551298,425.819498366,532.184875598,478.257839868,487.241009924,503.021671572,83002.706691624,85328.690097522,71276.89041459399,78768.043215776,94794.070440684,85886.50778365802,80777.761906312,80237.601811948,102771.82388658,86718.159284546,3981.427612548,3955.267272204,4006.767725182001,4127.179520766001,3705.347835586,3633.28289254,3511.5314796480006,4036.228058706,4019.889899572,4260.474516732,1706.047171532,1514.75518519,2062.18739767,1758.919320694,1971.952126326,2021.68680518,1741.464312448,1614.363634044,1801.435263608,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
141,1873.604004946,2770.39915083,3486.7365473840005,4457.19957022,1815.855174018,3382.977055938,3922.384018622,3560.983521212,3553.550666894,1709.666517016,3981.427612548,3987.833338576,3893.216108986,4190.72181781,3812.16866968,3387.6234647979995,3833.25158324,4043.687021168,4006.243834888,4344.389655382,1625.757485276,1510.99224327,2138.404821402,1767.082021722,1990.940400552,2074.2967588160004,1747.113772732,1628.107602514,1869.141408856,2110.6781244060003,572.282836876,519.0054146040001,467.08715358600006,440.398361508,509.718120522,425.819498366,532.184875598,478.257839868,487.241009924,503.021671572,83387.308193384,84345.92233730799,71276.89041459399,79367.049634856,94794.070440684,85886.50778365802,80777.761906312,80237.601811948,103087.146368472,86718.159284546,3981.427612548,3955.267272204,4006.767725182001,4190.72181781,3705.347835586,3633.28289254,3511.5314796480006,4036.228058706,4019.889899572,4260.474516732,1706.047171532,1514.75518519,2138.404821402,1767.082021722,1971.952126326,2021.68680518,1747.113772732,1614.363634044,1801.435263608,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
142,1877.313216916,2784.571559006,3496.362005714,4490.000682114,1824.216920572,3470.8093846199995,3921.7739141460006,3595.9010872900003,3538.950773864,1710.2632983,3981.427612548,3171.645469032,3913.001347328,4303.951902774001,3812.16866968,3387.6234647979995,3833.25158324,4077.950456184,4006.243834888,4228.83649687,1692.869347556,1510.99224327,2149.876631388,1798.282777706,1978.8274355200003,2122.994384804,1626.208550998,1671.902265846,1879.037427122,2143.013450514,572.282836876,519.0054146040001,467.08715358600006,370.1935513620001,509.718120522,425.819498366,547.491213354,478.257839868,486.497262432,475.06522207,84057.810134452,85092.61506838401,71276.89041459399,79367.049634856,94794.070440684,85886.50778365802,80777.761906312,80237.601811948,103673.035823784,86612.17959241399,3981.427612548,3955.267272204,3913.001347328,4303.951902774001,3705.347835586,3633.28289254,3511.5314796480006,4077.950456184,4019.889899572,4260.474516732,1706.047171532,1514.75518519,2149.876631388,1798.282777706,1971.952126326,2122.994384804,1747.113772732,1671.902265846,1801.435263608,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
143,1878.717963198,2802.557612102,3553.0285249,4517.051712984,1816.273357782,3403.846772334,3944.220637528,3571.233094766,3597.8376261840003,1724.258519824,3981.427612548,4248.133741971999,3870.883920320001,4113.867863519999,3812.16866968,3387.6234647979995,3899.07296519,4113.737670708,4006.243834888,4120.364890038,1620.524696744,1510.99224327,2166.084738072,1808.553214414,1978.8274355200003,2105.936717148,1655.880973184,1671.902265846,1879.037427122,2068.0378289180003,572.282836876,519.0054146040001,467.08715358600006,370.1935513620001,509.718120522,415.478360538,543.28333849,478.257839868,486.497262432,475.06522207,84153.376699478,85584.00246265599,71276.89041459399,78729.97744427601,94794.070440684,86478.27555185801,80777.761906312,80237.601811948,103619.574466536,85308.97692524399,3981.427612548,3955.267272204,3913.001347328,4303.951902774001,3705.347835586,3633.28289254,3511.5314796480006,4077.950456184,4019.889899572,4260.474516732,1620.524696744,1514.75518519,2149.876631388,1808.553214414,1971.952126326,2122.994384804,1747.113772732,1671.902265846,1801.435263608,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
144,1882.1256251,2812.128504992,3604.577650712,4508.55300643,1823.154371078,3439.023350922,3958.875046114,3600.9907171,3603.468773092,1716.830797536,3981.427612548,4248.133741971999,3951.998290676,4113.867863519999,3812.16866968,3387.6234647979995,3921.640615586,4114.0409029,4019.627664254,4120.364890038,1826.78575086,1660.8686909,2212.372352534,1827.45905828,1946.457662966,2129.248688164,1638.340048136,1685.771299116,1876.868936764,1973.404902286,572.282836876,519.0054146040001,467.08715358600006,370.1935513620001,509.718120522,379.279676144,543.28333849,478.257839868,486.497262432,475.06522207,84208.639790088,85584.00246265599,71276.89041459399,78421.44364668,94794.070440684,86029.77382962599,80777.761906312,80237.601811948,104224.188600182,85669.38469044199,3981.427612548,3955.267272204,3951.998290676,4303.951902774001,3705.347835586,3633.28289254,3511.5314796480006,4077.950456184,4019.889899572,4260.474516732,1826.78575086,1514.75518519,2212.372352534,1827.45905828,1971.952126326,2122.994384804,1747.113772732,1671.902265846,1801.435263608,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
145,1881.517534524,2786.8219222239995,3624.994674004,4502.794972676,1817.019598266,3428.085858852,3982.362996668,3583.434603086,3651.417341342,1732.545818662,3981.427612548,4113.382393694,3880.62202184,4113.867863519999,4122.010227612,3387.6234647979995,3921.640615586,4135.615518082001,4019.627664254,4120.364890038,1674.54813068,1684.017282854,2251.483186928,1800.850414786,2007.773759642,2160.229452918,1688.5819423699998,1699.769805086,1876.868936764,1973.404902286,572.282836876,519.0054146040001,467.08715358600006,370.1935513620001,509.718120522,379.279676144,543.28333849,478.257839868,486.497262432,475.06522207,84092.69559225801,84797.97119931,71276.89041459399,78645.781322754,94794.070440684,85310.25292157399,80777.761906312,80237.601811948,104397.787799252,86023.657081346,3977.750551088,3955.267272204,3880.62202184,4303.951902774001,3705.347835586,3633.28289254,3511.5314796480006,4077.950456184,4019.889899572,4260.474516732,1826.78575086,1514.75518519,2251.483186928,1827.45905828,1971.952126326,2122.994384804,1747.113772732,1671.902265846,1801.435263608,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
146,1890.012804218,2817.086483924,3656.985425852,4471.3908618860005,1819.587626698,3428.085858852,4023.148664598,3656.964118106,3602.917176788,1727.051578934,4018.846173456,4113.382393694,3832.115121504,4113.867863519999,4122.010227612,3387.6234647979995,3921.640615586,4141.965260748,4019.627664254,4298.124594312,1686.72342826,1671.8468757120002,2226.126373648,1800.2028169339997,1995.87562975,2201.4781392059995,1621.9618133,1688.49886585,1764.046332128,2035.201387288,572.282836876,519.0054146040001,467.08715358600006,370.1935513620001,509.718120522,379.279676144,543.28333849,549.98102706,486.497262432,475.06522207,84092.69559225801,85015.99482020401,71276.89041459399,78753.22226092001,95353.544300652,86157.728672584,80777.761906312,80237.601811948,104492.790181888,86829.10121789802,4018.846173456,3955.267272204,3832.115121504,4303.951902774001,3705.347835586,4212.717376712,3511.5314796480006,4077.950456184,4019.889899572,4298.124594312,1826.78575086,1671.8468757120002,2251.483186928,1827.45905828,1971.952126326,2201.4781392059995,1747.113772732,1671.902265846,1764.046332128,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
147,1896.49582611,2790.5778938260005,3655.506813634,4487.040491634,1820.041039602,3488.9045627140003,4025.838515588001,3648.267156406,3698.197234856,1736.2621407400002,4018.846173456,4113.382393694,3831.736942254,4113.867863519999,4122.010227612,3387.6234647979995,3921.640615586,4148.9097544880005,4019.627664254,4451.433255258001,1695.643823724,1678.53507549,2222.2030654620003,1845.236961126,2023.908040982,2197.007438728,1672.964681488,1596.975820472,1806.180551922,2091.779514832,572.282836876,518.618441806,520.883454484,370.1935513620001,509.718120522,452.75444715,523.417767712,444.00082578,486.497262432,475.06522207,84092.69559225801,84968.486377958,71276.89041459399,78549.35959649201,95353.544300652,85717.687851908,80777.761906312,80237.601811948,105031.324510414,86829.10121789802,4018.846173456,3955.267272204,3831.736942254,4303.951902774001,3705.347835586,4143.138897416,3511.5314796480006,4077.950456184,4019.889899572,4451.433255258001,1826.78575086,1671.8468757120002,2251.483186928,1827.45905828,1971.952126326,2197.007438728,1672.964681488,1671.902265846,1806.180551922,2053.074199256,555.3129657079999,519.0054146040001,486.88274228,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,426.826096648,412.693071572
148,1886.614613178,2843.0423755320003,3668.015526066,4489.154920675999,1824.327227656,3515.685290664,4033.193820382,3662.788828616,3657.477672688,1734.46268579,4018.846173456,4113.382393694,3943.17040058,4247.926520524,4122.010227612,3387.6234647979995,3921.640615586,4149.952990551999,4019.627664254,4485.917172519999,1690.4743457559998,1678.53507549,2222.2030654620003,1835.407669676,2034.942951508,2224.588496232,1714.888828936,1627.176348084,1857.23427974,1914.59042951,572.282836876,518.618441806,537.361435468,370.1935513620001,479.61753526,452.75444715,523.417767712,482.958581786,458.654093774,475.06522207,84092.69559225801,86125.635856756,71276.89041459399,78772.606840752,95353.544300652,85717.687851908,81266.00033582,80237.601811948,104753.292955876,86829.10121789802,4018.846173456,3955.267272204,3831.736942254,4303.951902774001,3705.347835586,4208.40991576,3511.5314796480006,4077.950456184,4019.889899572,4451.433255258001,1826.78575086,1671.8468757120002,2251.483186928,1827.45905828,2034.942951508,2197.007438728,1714.888828936,1671.902265846,1806.180551922,2053.074199256,555.3129657079999,519.0054146040001,537.361435468,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,412.693071572
149,1894.41428328,2793.590864,3676.658821886,4491.392716046,1812.338657148,3502.185198046,4043.21950069,3695.831547156,3713.660052966,1739.012136654,4003.7200369920006,4113.382393694,3971.225971052,4417.930497212,4122.010227612,3387.6234647979995,3907.314718438,4168.308762652,4019.627664254,4488.931104419999,1669.633041552,1744.038207836,2266.17547647,1835.946514852,2034.942951508,2225.4328072020003,1706.287559752,1558.1535725059998,1828.316039942,1914.59042951,572.282836876,518.618441806,530.24886992,370.1935513620001,456.786341484,452.75444715,523.417767712,546.830935664,458.654093774,475.06522207,84092.69559225801,86125.635856756,71276.89041459399,78946.63685631001,94951.459263994,85977.547683714,80871.03343655201,80237.601811948,105493.023574496,86829.10121789802,4018.846173456,3955.267272204,3971.225971052,4303.951902774001,3705.347835586,4208.40991576,3907.314718438,4077.950456184,4019.889899572,4451.433255258001,1669.633041552,1744.038207836,2251.483186928,1827.45905828,2034.942951508,2225.4328072020003,1714.888828936,1671.902265846,1806.180551922,2053.074199256,555.3129657079999,519.0054146040001,537.361435468,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,412.693071572
150,1891.966971436,2860.686836244,3692.295647768,4625.708837058,1813.094561362,3543.544946772,4070.539802772,3691.6159367,3774.553764204,1739.334938526,4039.166126028,4113.382393694,3917.639541092,4431.192851406,4122.010227612,3387.6234647979995,3945.855848986,4102.558282632,4019.627664254,4488.931104419999,1606.991503488,1746.035359092,2380.877146574,1850.04550992,2023.70996721,2219.955958246,1669.445434068,1643.326425244,1911.91724386,1914.59042951,571.881990628,518.618441806,530.24886992,370.1935513620001,456.786341484,452.75444715,514.448870382,546.830935664,460.78894908000007,512.44759879,84092.69559225801,86808.42888811401,71276.89041459399,78826.831803186,94689.53246668,85977.547683714,81441.40835210201,80237.601811948,105315.0386595,86829.10121789802,4018.846173456,3955.267272204,3917.639541092,4431.192851406,3705.347835586,4208.40991576,3945.855848986,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1744.038207836,2251.483186928,1827.45905828,2023.70996721,2225.4328072020003,1714.888828936,1671.902265846,1806.180551922,2053.074199256,555.3129657079999,519.0054146040001,537.361435468,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
151,1891.81956235,2873.98453623,3717.34590177,4656.343536542,1826.271182118,3604.844192116,4070.905762724,3701.448638596,3789.193823524,1736.97127385,4047.502552454,4113.382393694,3953.269629422,4431.192851406,4122.010227612,3387.6234647979995,3945.855848986,4201.950399768,4019.627664254,4488.931104419999,1686.998410624,1706.069347902,2383.80209204,1868.296533014,1957.513663128,2193.631040914,1783.549355428,1662.04744511,1912.55633771,1914.59042951,571.881990628,518.618441806,538.293104136,370.1935513620001,522.047180592,456.580288114,514.448870382,546.830935664,460.78894908000007,512.44759879,84092.69559225801,84924.852972184,71276.89041459399,78907.709083276,95809.148031556,86592.522881918,81752.213156618,80237.601811948,105315.0386595,86829.10121789802,4018.846173456,3955.267272204,3917.639541092,4431.192851406,3705.347835586,4208.40991576,3945.855848986,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1744.038207836,2251.483186928,1827.45905828,2023.70996721,2193.631040914,1714.888828936,1671.902265846,1806.180551922,2053.074199256,555.3129657079999,519.0054146040001,537.361435468,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
152,1895.270058102,2873.98453623,3726.290473274,4642.757007024,1842.041520596,3616.172405448,4117.883218134,3747.362966212,3784.216105854,1743.247042028,3950.660359428,4113.382393694,3980.825453906,4431.192851406,4122.010227612,4220.539699324,3945.855848986,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1732.21853858,2404.619664878,1868.296533014,1918.829814272,2189.481420502,1861.044232476,1662.04744511,1919.081933226,1914.59042951,571.881990628,518.618441806,536.604250172,370.1935513620001,522.047180592,456.580288114,514.448870382,546.830935664,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,78656.12223049399,78762.36160399401,95252.025624244,86592.522881918,81413.471897936,80237.601811948,105315.0386595,86829.10121789802,4018.846173456,3955.267272204,3917.639541092,4431.192851406,3705.347835586,4208.40991576,3945.855848986,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1744.038207836,2251.483186928,1827.45905828,2023.70996721,2193.631040914,1714.888828936,1671.902265846,1919.081933226,2053.074199256,555.3129657079999,519.0054146040001,536.604250172,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
153,1899.619248946,2873.98453623,3741.939294782,4618.113234302,1852.258339252,3616.172405448,4135.590398812,3731.2665453200007,3807.721802614,1747.422219442,3990.942562636,4113.382393694,4005.077576326,4431.192851406,4122.010227612,4180.814187758,3945.855848986,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1801.360590672,2385.123055892,1868.296533014,1995.49641671,2189.481420502,1846.601244266,1690.5089437180002,2035.952976104,1914.59042951,571.881990628,518.618441806,531.7572089720001,370.1935513620001,522.047180592,456.580288114,541.4109007900001,546.830935664,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,78656.12223049399,78919.237218434,95494.868862314,86284.09507636601,81425.116060602,80237.601811948,105288.359214242,86829.10121789802,4018.846173456,3955.267272204,3917.639541092,4431.192851406,3705.347835586,4208.40991576,3945.855848986,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1744.038207836,2251.483186928,1827.45905828,2023.70996721,2193.631040914,1714.888828936,1671.902265846,2035.952976104,2053.074199256,555.3129657079999,519.0054146040001,536.604250172,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
154,1897.075990436,2790.538373914,3748.598549934,4618.113234302,1857.424692896,3525.378568134,4172.671471195999,3769.384227488,3807.721802614,1752.6989525880003,4043.883021668,4113.382393694,3986.08091673,4431.192851406,4122.010227612,4211.5942118660005,3945.855848986,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1825.646242294,2446.844520834,1868.296533014,2007.145062554,2189.481420502,1829.779970922,1735.384404894,2109.500056364,1914.59042951,571.881990628,518.618441806,531.7572089720001,370.1935513620001,522.047180592,545.05942831,560.127090412,546.830935664,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,77804.19556529599,78544.72287064999,95494.868862314,86176.284621234,81758.40420457599,79726.242988258,106161.214489348,88521.877171328,4018.846173456,4341.349937318,3917.639541092,4431.192851406,3705.347835586,4208.40991576,3945.855848986,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1825.646242294,2251.483186928,1827.45905828,2007.145062554,2193.631040914,1829.779970922,1671.902265846,2035.952976104,2053.074199256,555.3129657079999,519.0054146040001,536.604250172,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
155,1892.396244352,2826.340281322,3750.96808551,4618.113234302,1852.574141758,3498.5281323020004,4176.243019484,3714.334634536001,3816.106208518,1751.166484248,4063.75809054,4113.382393694,4007.862215874,4431.192851406,4122.010227612,4211.5942118660005,4020.607157094,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1825.716397908,2446.844520834,1868.296533014,2018.979505384,2189.481420502,1888.62922181,1688.082451086,2157.922773432,1914.59042951,571.881990628,518.618441806,583.285928828,370.1935513620001,535.915709406,493.088763562,560.127090412,546.830935664,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,77990.51012965798,78504.246391574,95663.29701274,86361.74358391199,81807.06388996601,79490.504405956,105934.219852016,88273.3905612,4018.846173456,4370.806164468,3917.639541092,4431.192851406,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1825.716397908,2251.483186928,1827.45905828,2007.145062554,2193.631040914,1829.779970922,1671.902265846,2157.922773432,2234.711131428,555.3129657079999,519.0054146040001,536.604250172,475.31047618,468.825431154,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
156,1898.021085378,2821.8110448360003,3778.605155094,4618.113234302,1851.34836045,3574.048440482,4166.561768269999,3756.871857536,3811.538007956,1753.94826527,4063.75809054,4113.382393694,4025.512480768,4431.192851406,4122.010227612,4263.472549532,4011.083428954,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1852.472008044,2500.191826606,1868.296533014,2080.445582928,2254.6071100520003,2032.253165614,1688.082451086,2200.68475217,1914.59042951,597.3287326239999,518.618441806,578.759496452,370.1935513620001,542.907862312,493.088763562,560.127090412,546.830935664,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,77995.41031018201,78442.35623367399,94958.873914538,86342.1910943,81690.91611673399,79906.79710933,105830.691904554,88573.063550042,4018.846173456,4385.577724743999,3917.639541092,4431.192851406,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2251.483186928,1827.45905828,2007.145062554,2193.631040914,1829.779970922,1671.902265846,2157.922773432,2278.94220926,555.3129657079999,519.0054146040001,536.604250172,475.31047618,542.907862312,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
157,1894.8276858100005,2846.656368068,3779.13387373,4618.113234302,1859.97886657,3552.4328591320004,4207.958677896,3728.112165402,3847.751450244,1759.196716852,4158.927567268,4113.382393694,4025.512480768,4431.192851406,4122.010227612,4263.472549532,4048.606560598,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1858.32705784,2567.406474496,1904.130981118,2080.445582928,2273.2285940659995,2055.432951852,1688.082451086,2206.138650714,1914.59042951,597.3287326239999,518.618441806,578.759496452,370.1935513620001,542.907862312,493.088763562,560.127090412,546.830935664,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,77876.97607379599,78357.26763994001,95071.137616878,87093.98830694398,81734.780212336,79906.79710933,106526.986833322,88573.063550042,4018.846173456,4435.481155952,3917.639541092,4431.192851406,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2567.406474496,1827.45905828,2007.145062554,2193.631040914,2055.432951852,1671.902265846,2206.138650714,2278.94220926,555.3129657079999,519.0054146040001,536.604250172,475.31047618,542.907862312,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
158,1900.852789116,2938.761659,3794.958397994,4618.113234302,1874.553763214,3491.542286272,4215.447476334,3770.906609126,3830.301034336,1754.12676259,4073.379928024001,4113.382393694,4025.512480768,4431.192851406,4122.010227612,4263.472549532,4048.606560598,4201.950399768,4019.627664254,4488.931104419999,1586.250855064,1834.939236142,2510.030195576,1902.73865841,2080.445582928,2273.2285940659995,1976.514193516,1688.082451086,2208.123115002,2298.699310982,597.3287326239999,518.618441806,578.759496452,370.1935513620001,542.907862312,493.088763562,560.127090412,570.8182449979998,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,77876.97607379599,78411.747073006,95071.137616878,87093.98830694398,81734.780212336,79906.79710933,106297.349782486,88791.94041364599,4073.379928024001,4428.385028124,3917.639541092,4431.192851406,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2567.406474496,1902.73865841,2007.145062554,2193.631040914,2055.432951852,1671.902265846,2206.138650714,2298.699310982,555.3129657079999,519.0054146040001,536.604250172,475.31047618,542.907862312,346.04588191999994,580.12273856,478.257839868,458.654093774,512.44759879
159,1904.753654774,2887.70110791,3767.556906786,4618.113234302,1873.898567704,3524.981663986,4235.207597156,3773.337268352,3842.000213954,1754.60153925,4095.805661346,4113.382393694,4025.512480768,4431.192851406,4122.010227612,4263.472549532,4048.606560598,4201.950399768,4254.4437031180005,4488.931104419999,1586.250855064,1858.241235252,2555.891869972,1891.776796102,2156.80953049,2246.188816396,2057.5319679120003,1836.054431456,2225.176167148,2257.3844013,618.066419916,518.618441806,578.759496452,370.1935513620001,542.907862312,493.088763562,560.127090412,594.045726974,518.8049786339999,512.44759879,84092.69559225801,84924.852972184,77876.97607379599,78411.747073006,95071.137616878,87093.98830694398,81734.780212336,79649.19901123802,106757.715861122,89149.835479762,4095.805661346,4428.385028124,3917.639541092,4453.83801879,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2193.631040914,2057.5319679120003,1836.054431456,2206.138650714,2257.3844013,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,512.44759879
160,1908.251811036,2882.876217896,3821.039345678,4618.113234302,1882.605341642,3474.484667172,4230.75722908,3778.486244276,3929.43389073,1773.7703219660002,4117.342459521999,4462.78213018,4025.512480768,4431.192851406,4122.010227612,4263.472549532,4048.606560598,4201.950399768,4241.709859592,4488.931104419999,1586.250855064,1876.587676192,2577.945649056,1910.605949028,2151.53444537,2246.188816396,2057.5319679120003,1828.778945376,2188.4545088520003,2311.62439077,618.066419916,518.618441806,578.759496452,500.987693706,542.907862312,493.088763562,552.7577654599999,594.045726974,461.570784196,512.44759879,87677.401744162,84924.852972184,80554.292098658,78411.747073006,96068.965191302,87093.98830694398,81734.780212336,80095.942968512,106965.60414952,89149.835479762,4095.805661346,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2193.631040914,2057.5319679120003,1836.054431456,2206.138650714,2311.62439077,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,512.44759879
161,1915.60664093,2903.671482426,3838.388764188,4618.113234302,1878.509336586,3474.484667172,4242.692164742,3807.404234754,3916.624871634,1774.380979298,4117.342459521999,4445.526816334,4025.512480768,4431.192851406,4122.010227612,4263.472549532,4048.606560598,4201.950399768,4241.709859592,4488.931104419999,1586.250855064,1834.94466116,2591.163570518,1916.871267448,2179.369607664,2246.188816396,1956.425686358,1828.778945376,2232.564695826,2346.00767726,618.066419916,518.618441806,578.759496452,500.987693706,542.907862312,493.088763562,552.7577654599999,594.045726974,461.570784196,514.406111418,87677.401744162,84924.852972184,81014.81770642,78411.747073006,96068.965191302,87093.98830694398,81734.780212336,80451.032209874,107142.601829286,89149.835479762,4095.805661346,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4208.40991576,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2193.631040914,2057.5319679120003,1836.054431456,2232.564695826,2311.62439077,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,512.44759879
162,1920.373587038,2930.819527402,3848.021348274,4618.113234302,1872.884775798,3444.128650904,4244.367083634001,3843.975633828,3843.043248968,1775.510441414,4117.342459521999,4464.590578484,4025.512480768,4431.192851406,4122.010227612,4263.472549532,3984.102677352,4201.950399768,4307.004658094,4488.931104419999,1586.250855064,1864.79140549,2624.739670746,1916.871267448,2179.369607664,2246.188816396,1989.21848452,1877.067685552,2249.69650034,2332.555427816,618.066419916,518.618441806,569.127380996,500.987693706,542.907862312,493.088763562,552.7577654599999,594.045726974,461.570784196,514.406111418,87399.52970762801,84924.852972184,80922.80694780001,78411.747073006,95535.152544806,87093.98830694398,82274.046249078,78775.35830201399,107493.290682424,89827.97000636799,4095.805661346,4428.385028124,3917.639541092,4472.972107328,3705.347835586,4230.867081771999,4020.607157094,4102.558282632,4019.889899572,4451.433255258001,1669.633041552,1852.472008044,2555.891869972,1902.73865841,2156.80953049,2299.873540766,1989.21848452,1877.067685552,2249.69650034,2332.555427816,555.3129657079999,564.745230162,536.604250172,475.31047618,542.907862312,346.04588191999994,548.483585938,478.257839868,458.654093774,512.44759879
