n_policy,pack_PPO_BipedalWalker1_relative_perc_criteria_best,pack_PPO_BipedalWalker2_relative_perc_criteria_best,pack_PPO_BipedalWalker3_relative_perc_criteria_best,pack_PPO_BipedalWalker4_relative_perc_criteria_best,pack_PPO_BipedalWalker5_relative_perc_criteria_best,pack_PPO_BipedalWalker6_relative_perc_criteria_best,pack_PPO_BipedalWalker7_relative_perc_criteria_best,pack_PPO_BipedalWalker8_relative_perc_criteria_best,pack_PPO_BipedalWalker9_relative_perc_criteria_best,pack_PPO_BipedalWalker10_relative_perc_criteria_best,pack_PPO_BipedalWalker11_relative_perc_criteria_best,pack_PPO_BipedalWalker12_relative_perc_criteria_best,pack_PPO_BipedalWalker13_relative_perc_criteria_best,pack_PPO_BipedalWalker14_relative_perc_criteria_best,pack_PPO_BipedalWalker15_relative_perc_criteria_best,pack_PPO_BipedalWalker16_relative_perc_criteria_best,pack_PPO_BipedalWalker17_relative_perc_criteria_best,pack_PPO_BipedalWalker18_relative_perc_criteria_best,pack_PPO_BipedalWalker19_relative_perc_criteria_best,pack_PPO_BipedalWalker20_relative_perc_criteria_best,pack_PPO_BipedalWalker21_relative_perc_criteria_best,pack_PPO_BipedalWalker22_relative_perc_criteria_best,pack_PPO_BipedalWalker23_relative_perc_criteria_best,pack_PPO_BipedalWalker24_relative_perc_criteria_best,pack_PPO_BipedalWalker25_relative_perc_criteria_best,pack_PPO_BipedalWalker26_relative_perc_criteria_best,pack_PPO_BipedalWalker27_relative_perc_criteria_best,pack_PPO_BipedalWalker28_relative_perc_criteria_best,pack_PPO_BipedalWalker29_relative_perc_criteria_best,pack_PPO_BipedalWalker30_relative_perc_criteria_best
94,0.9959408851833595,0.8386633581331121,0.996218429097531,0.8790445456922507,0.9947422104157456,1.0,0.9897149302828292,0.973625875322098,0.8717930743757171,0.9734151959914162,0.991315952256148,0.9460016214384892,0.9630325979361878,0.7922917586824177,0.9789143465978144,0.9513685497387846,0.8797061081209434,0.9614757155803492,0.9355528732086448,0.9886691979583828,0.9750172599508942,0.9776498771603436,0.9919422822664216,1.0,0.7562061265735834,0.8589099127689849,0.9613265978308068,1.0,0.997728206545186,0.9967528782430864
95,1.0,0.3366418905768331,0.9957098179655814,0.8671612653020142,0.9954149187881728,0.9918593368016858,0.988888411969118,0.9307134833195578,0.8884407615238933,0.957637900198031,0.9990860846290436,0.9145226287530336,0.9854145729862334,0.9305440659445884,0.965723761190745,0.9424871833373012,0.927517338177286,0.9345677716817824,0.979758154724668,0.9605856161396576,0.9823187956906516,0.9739392204854318,0.9942660568106688,0.9990186999212994,0.7217565099199468,0.8540984157129714,0.9300086471541484,0.9173244419480384,1.0,0.9907757963772604
96,1.0,1.0,0.9960888080773636,0.7469657299686905,0.991785241945751,0.9472796559378368,0.9886641132185612,0.8860939421917694,0.9514301284079714,0.98661272210367,0.99743271596003,0.9293937261792556,0.9846996559689356,0.9153900036891078,0.9901961735271978,0.9982875053381414,0.9491824163800332,0.9837926020412808,0.7547088783787734,0.9837622172086906,0.98792118665501,0.991991028822486,0.9959034503702212,0.998799602301128,0.6501007163473551,0.7877954460971398,0.9423700457347368,0.8688459499321108,0.9919607160836916,0.9902633787535208
97,0.994512816432984,0.991716269674285,0.9963695069442204,0.7532922811675236,0.9919448904287635,0.9754396285684518,0.989775283354128,0.937609089364105,0.9629745084165754,0.9684073002832204,0.9903369252436705,0.8689342298486311,0.9604002643107052,0.9326883600935418,0.9864220825271802,1.0,0.9512130597021105,0.9963037350385698,0.9576239883424772,0.9649138881962392,0.9103835941412368,0.9992067949286146,0.9665433726286418,0.9966958841079836,0.705932931742885,0.921368983190734,0.939924353065114,0.7901527475878566,0.9906495760210696,0.9906774648366808
98,0.9960048887476508,0.992061413548038,1.0,0.6014514425819351,0.9927651894525952,0.9879673004298511,0.9873545622313332,0.7263222389831999,0.9769132663324076,0.9857271953777692,0.9842710288543324,0.9130879217128876,0.9646885634796531,0.9588403077661848,0.9856747968785654,0.9830516526294948,0.9196684693666116,1.0,0.958793170869861,0.9524107551491792,0.9375624811700228,1.0,0.9431872339059172,0.9978960273346008,0.6177956530042809,0.9324797978095474,0.9673386100479644,0.8179792730109147,0.9943405202480295,0.9891520618647434
99,1.0,0.993892451952431,0.999570275898165,0.3231011424691906,0.992926350280029,0.999041357727162,0.9892197520034688,0.8718867400769879,0.978454063098403,0.9759679057880092,0.9914444198152312,0.9261954704686686,0.9620311170444744,0.9518285633725992,0.930828614119994,0.9835110479314384,0.8667853941739061,0.9884087899954156,0.9715072735119336,0.9610489951142706,0.9068074267981168,1.0,0.9538306022027656,1.0,0.5907957408376213,0.896749953799135,0.9651700416058112,0.9009478687472172,0.99511039610875,0.9883950334878936
100,0.9968590999279154,0.9798618194672236,0.9925811255834784,0.8433218931560998,0.993410140815887,0.9956457805483404,0.98851409996066,0.7256797622609146,0.9472839571561846,0.9790502020898392,0.9853824585541004,0.9360946731925888,0.9613772727228008,0.9492878477886,0.9869459734647364,1.0,0.8466065598166254,0.9828378968786288,0.9850711998064408,0.9636119871033476,0.8933289827608273,0.98903590223634,0.9890389410625048,1.0,0.6779007846342958,0.9359890686978104,0.9564883666113912,0.8309850395039492,0.9951505620989418,0.9912729754153484
101,0.9996340509520298,0.9790668275230504,0.9901437533535178,0.7571215366347394,0.9902818397107358,0.9915002797217464,0.9896233842837348,0.4465445702154041,0.9005902237426887,0.9632696569286018,0.9870210147497326,0.920105745131212,0.9834387563134328,0.9534650822570834,0.9951388778769868,0.9968312481984934,0.9170849143064062,0.9837876359993828,0.9282107329127977,0.9743192048581716,0.8761235558631781,0.9941842650033448,0.9687041672595766,1.0,0.6218168473005549,0.9693816377146586,0.9734281136098982,0.9390969736740384,0.9972624483634184,0.9861429553826464
102,0.9987741157760144,0.9896834225799088,0.9976253301071952,0.7917068945549625,0.9894083898021108,1.0,0.9923751425156664,0.3804849075816593,0.9337203397181476,0.9779864920369116,0.9948743955578628,0.9598366041222036,0.9646120615631344,0.950261945515753,0.989335520266883,0.9786702060111278,0.8126482718018337,0.9584640844378114,0.9864405438513176,0.974926102577666,0.6711959462146363,0.9942613396072152,0.9751957892833948,0.9991280517142902,0.6629006193704954,0.9769053066335496,0.9770097607562336,0.8902042834853517,0.9950044304111016,0.98499966153406
103,0.9881022679034176,0.9695144305509028,0.9953696920406576,0.3866940757744607,0.9923253742736527,1.0,0.990271509531743,0.2501298239715246,0.9674752297465692,0.9796436400381412,0.9905081016285132,0.926385598761062,0.965559637409942,0.9376659767226796,0.9776487955003867,0.985713250417289,0.7615360705113883,0.9836290144258424,0.9948759644242676,0.9954958599350068,0.8570512531994026,0.9996937121474624,0.9818964967914364,1.0,0.6655199926178024,0.9847562737608752,0.9762916710247528,0.8572332858249709,0.9924079004030524,0.9835282835896788
104,0.9920165525155236,0.9778324455043832,0.9443482241385868,0.6117845028818462,0.9925953530419186,0.9984529404485328,0.9877300979161268,0.8907401489734933,0.9871297907340986,0.9910468152043408,0.9741172075732948,0.9206888685094478,0.9485001394686944,0.876395074587642,0.9711318217191384,0.9828140410124648,0.8204840481001504,0.9893273537815724,0.996871753422174,1.0,0.8180318035536626,0.9992838096924644,0.9344940487896386,1.0,0.7523982941464802,0.9940518297270324,0.9971537824536728,0.8934196760530755,0.993775923445172,0.9814890872503926
105,0.994084746143516,0.9689184083289892,0.7839846947210561,0.701814391759675,0.9936326975129716,0.9937368876252324,0.9886166323595326,0.6754511736324506,0.9756870454285036,0.9320127884499224,0.986896367736766,0.9126483160479064,0.968681176936072,0.8963759577572221,0.9848573707510432,0.9882499447299976,0.7244356303329236,0.9910505381258774,0.9181614664849748,0.97908317352775,0.8501430277152734,1.0,0.9276597591095463,0.9969130060946364,0.8790232553695144,0.98902178492096,0.9940460442024772,0.864684639513713,0.9953861067069886,0.9790422826402656
106,0.9892382165060688,0.6639936685495675,0.8700621375595599,0.7954672148294556,0.9884799582769456,0.9814519352175431,0.9915373291419524,0.9035662771825446,0.9499093112116528,0.9801548937150956,0.9860643224116404,0.9321900808188818,0.9688721270981736,0.926006969053552,0.961681406849161,0.9805401602577376,0.6775055132438325,0.9888474630833404,0.984560393064049,0.9846447559163726,0.8642181519387419,0.9983712780563392,0.9573800459972568,0.9947628017590978,0.8770385568654683,0.9886256672502348,0.9936210718629076,0.7506068875253437,0.9938460767240922,0.9821560876176988
107,0.9926552028177726,0.9820868784985668,0.8427600565331497,0.8925655662576489,0.9876853322329844,0.9876717500021212,0.991249912913673,0.5776261820554597,0.9408149739029298,0.9677191542145974,0.9859504000843708,0.9432472217802276,0.9696300841583588,0.9381353296629916,0.9760382798516322,0.9949458497259612,0.8322648337300677,0.9893224386284876,0.9690038772729062,0.9883352480566656,0.885094274975493,0.991972163780232,0.9261067247447896,0.9964809312428105,0.9081437209966876,0.9865761422062584,0.9983976573185792,0.6952291229354433,0.9966771026517522,0.9801726423241378
108,1.0,1.0,0.5873936469448972,1.0,0.9899549518421834,1.0,0.9895502500993546,0.3673514664256077,0.956482463712068,0.9695275093736372,0.9983079547640136,0.9411858688982004,0.9605955208592746,1.0,0.9714507057867328,0.9989281078707992,0.8321022359970115,0.9989199905865654,0.9913868405432196,0.9814626543309232,0.91972686450054,0.9858900839108824,0.955255829444164,0.9937312101510648,0.9614271050372902,0.9559078796762568,1.0,0.6726427538545661,0.9891596037092902,0.9819256921676914
109,0.9964900209511536,0.995433015871478,0.9120501529828632,1.0,0.9904866984268988,0.9870502228747988,0.9903742596374576,0.9021848807345948,0.9549548822669408,0.9467110515288012,1.0,0.9404011064618812,0.9309614897708328,0.9940882880041289,0.9803286231333096,0.9953650114028963,0.8247657834764704,0.9966564698008792,0.939475374982062,1.0,0.9625793719358288,0.9753139971260456,0.959368568129228,0.9908140218580552,0.9427691748357804,0.9667393579970056,0.9991004754638062,0.7012721828979784,0.9904200479955426,0.9806881751507806
110,0.9961781274223782,0.9973561073039904,0.9751577772771384,1.0,0.9815775318371852,0.9797631719767632,0.9914221043719996,0.8412234672988519,0.976364300900657,0.9850965598632384,0.9983834093227107,0.9607999352105996,0.98351951301791,1.0,0.9869748734993536,0.9779097811163296,0.7762277605610044,0.949307304726204,0.8727575366792845,0.9932404677223614,0.9244918615003392,0.951252817354077,0.9970057515868228,0.9900835405179212,0.8751970848989656,0.9208013985909926,0.993118324699274,0.679353632696038,0.9920203550886676,0.982443236585174
111,0.9954954229938536,0.9432021166163124,0.9754297086159333,1.0,0.9782960508145024,0.9921044774964872,0.9951535586913134,0.9257585654617004,0.9716252248603846,0.9853670498845112,0.9958648794057464,0.9517593839805196,0.9959339085336196,0.9928363174658544,0.9902430836179528,0.9689362187685938,0.8723212714184969,0.986819847096497,0.6252020598404995,0.9944208791625188,0.9143041539497206,0.9265060919283707,0.984285932585316,0.9853366978330048,0.8830991532932957,0.941718527214409,0.998758822356938,0.8020796303434536,0.9933226281015736,0.9793975062182044
112,0.992725181142898,0.9545969140470928,0.975610968227621,1.0,0.973363817623078,0.9899711686551288,0.9962433624269518,0.923498520038592,0.9613996532910464,0.9740908697832658,1.0,0.947033796630761,1.0,0.9840531127550408,0.9904873508903934,0.984942628916631,0.8813968206879395,0.9650504418638538,0.6973573330239821,0.9956122983104954,0.8509052530072996,0.914455198776964,0.9875280200398944,0.99178708197489,0.7347965326794577,0.9196024978921782,0.9894194967821014,0.7110472723766995,0.9919286174975728,0.9728504635914133
113,1.0,1.0,0.9801626100454326,1.0,0.9756147978477095,0.984097763441467,0.994358547627731,0.5612334145327615,0.9709340415870142,0.9856723038302472,0.9931258559555696,0.94398726774236,0.990470069961699,0.9754132686565596,0.9828911757461722,0.9952303246979606,0.9704304469392364,0.8890595131685203,0.8804724634782003,1.0,0.833782509974866,0.924552354029885,0.987840182687888,0.9919295236056672,0.8181179802000439,0.9717969936754454,0.9948058029551908,0.871672580513933,0.9912972191938926,0.9776070005260818
114,0.9951334930424725,0.980404407905027,0.906401219833952,0.9934790891390984,0.9849942239509628,0.9909108159407976,0.9944181811495828,0.97383986271352,0.9583304267309384,1.0,0.9761035255305942,0.9608224333837786,1.0,0.9713857651862204,0.9850996744244774,0.9908314389708368,0.9636992963719014,0.970341024847668,0.9213507544748198,1.0,0.8441856604554656,0.98438409691559,1.0,0.9989846186298076,0.7045292316600363,0.9657499962090624,0.9942862430609978,0.8038249262475643,0.990537503916086,0.9726758661676224
