n_policy,PPO_Ant_seed1,PPO_Ant_seed2,PPO_Ant_seed3,PPO_Ant_seed4,PPO_Humanoid_seed1,PPO_Humanoid_seed2,PPO_Humanoid_seed3,PPO_Humanoid_seed4,PPO_HumanoidStandup_seed1
73,0.034896,-0.0,-0.0,0.017568,-0.0,0.2104239999999999,0.0640639999999999,-0.0,-0.0
74,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
75,-0.0,-0.0,-0.0,-0.0,0.1213919999999999,0.4708719999999999,-0.0,-0.0,0.0378560000000001
76,-0.0,0.0727679999999999,-0.0,-0.0,-0.0,-0.0,0.1708719999999999,0.1902399999999999,0.0133039999999999
77,-0.0,-0.0,-0.0,-0.0,-0.0,0.0458559999999999,-0.0,0.1315839999999999,-0.0
78,-0.0,0.000448,-0.0,-0.0,-0.0,-0.0,0.192104,-0.0,0.010024
79,0.07624,-0.0,-0.0,0.033128,-0.0,0.1786080000000001,-0.0,-0.0,0.0277279999999999
80,-0.0,-0.0,-0.0,-0.0,0.4370560000000001,-0.0,-0.0,0.1890719999999999,-0.0
81,0.0529599999999998,-0.0,-0.0,-0.0,-0.0,0.01068,0.0270479999999999,0.0522959999999999,0.0529759999999999
82,0.0982799999999999,-0.0,0.025984,-0.0,0.026736,-0.0,0.057768,-0.0,-0.0
83,-0.0,-0.0,-0.0,-0.0,0.1309119999999999,0.1578239999999999,-0.0,0.112816,-0.0
84,-0.0,0.0354559999999999,-0.0,-0.0,-0.0,0.0450399999999999,0.001432,-0.0,0.0477199999999999
85,0.0458879999999999,-0.0,-0.0,-0.0,-0.0,0.044464,0.099312,0.0650159999999999,-0.0
86,-0.0,-0.0,0.01404,-0.0,-0.0,0.0223199999999998,-0.0,-0.0,-0.0
87,-0.0,0.030936,0.0237279999999999,-0.0,0.073104,-0.0,0.1231599999999999,0.333016,0.1213439999999999
88,-0.0,0.0116799999999999,-0.0,-0.0,0.146776,0.012032,0.025168,-0.0,0.041312
89,0.046712,-0.0,-0.0,-0.0,0.012704,0.042896,-0.0,0.1460719999999999,-0.0
90,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.301536,-0.0,0.0633919999999998
91,0.0090079999999999,-0.0,-0.0,0.0218,0.092616,0.1671359999999999,-0.0,0.08348,-0.0
92,-0.0,-0.0,-0.0,-0.0,0.0172000000000001,-0.0,-0.0,0.0859039999999999,0.036048
