process_id,degradation_level,rank_100,rank_50,rank_500,rank_25,rank_250,not_first_prob
PPO_Ant_seed2,0.01210848780487803,2,3,4,1,5,0.0
PPO_Ant_seed2,0.012120952380952359,3,4,1,2,5,0.0
PPO_Ant_seed2,0.01183906976744184,1,5,2,4,3,0.6349552171929431
PPO_Ant_seed2,0.01325090909090907,1,2,3,4,5,1.0
PPO_Ant_seed2,0.012956444444444425,2,3,1,4,5,0.0
PPO_Ant_seed2,0.012674782608695633,1,2,3,5,4,0.75
PPO_Ant_seed2,0.012405106382978705,1,2,3,5,4,0.25
PPO_Ant_seed2,0.013662666666666648,4,1,2,3,5,0.5
PPO_Ant_seed2,0.013383836734693857,1,2,3,4,5,1.0
PPO_Ant_seed2,0.013125119999999981,2,3,1,4,5,0.0
PPO_Ant_seed2,0.012867764705882334,2,3,1,4,5,0.0
PPO_Ant_seed2,0.012620307692307674,1,2,3,4,5,1.0
PPO_Ant_seed2,0.012382188679245265,1,2,3,4,5,1.0
PPO_Ant_seed2,0.012152888888888871,1,2,3,4,5,1.0
PPO_Ant_seed2,0.011931927272727256,1,2,5,3,4,0.75
PPO_Ant_seed2,0.01235199999999998,1,2,5,3,4,0.9122970185381082
PPO_Ant_seed2,0.012135298245614016,1,2,5,3,4,0.933047201067921
PPO_Ant_seed2,0.011926068965517221,1,3,2,4,5,0.4732606762310333
PPO_Ant_seed2,0.012248271186440658,1,4,2,5,3,0.4199671167361023
PPO_Ant_seed2,0.012238799999999979,1,4,2,5,3,0.5
PPO_Ant_seed2,0.01203816393442621,3,4,1,5,2,0.25
PPO_Ant_seed2,0.01184399999999998,1,2,3,5,4,0.75
PPO_Ant_seed2,0.01165599999999998,3,4,1,5,2,0.25
PPO_Ant_seed2,0.01147387499999998,1,2,3,5,4,0.75
PPO_Ant_seed2,0.011297353846153827,2,3,1,5,4,0.0
PPO_Ant_seed2,0.011126181818181799,5,1,2,3,4,0.75
PPO_Ant_seed2,0.010960119402985056,5,1,3,2,4,0.25
PPO_Ant_seed2,0.01095623529411763,5,2,3,1,4,0.0
PPO_Ant_seed2,0.011195014492753605,1,2,3,4,5,1.0
PPO_Ant_seed2,0.011035085714285695,1,4,2,5,3,0.5
PPO_Ant_seed2,0.010879661971830967,1,2,3,4,5,1.0
PPO_Ant_seed2,0.010728555555555538,1,2,3,5,4,0.75
PPO_Ant_seed2,0.010581589041095872,3,4,1,5,2,0.25
PPO_Ant_seed2,0.010438594594594577,1,2,3,4,5,1.0
PPO_Ant_seed2,0.010299413333333316,4,1,2,5,3,0.5
PPO_Ant_seed2,0.010163894736842089,1,2,3,4,5,1.0
PPO_Ant_seed2,0.010031896103896086,1,2,3,4,5,1.0
PPO_Ant_seed2,0.009903282051282035,1,2,3,4,5,0.25
PPO_Ant_seed2,0.012418835443037957,1,2,3,4,5,1.0
PPO_Ant_seed2,0.012263599999999982,2,3,4,1,5,0.4547218675946749
PPO_Ant_seed2,0.01267525925925924,1,2,3,4,5,1.0
PPO_Ant_seed2,0.01252068292682925,5,1,2,3,4,0.75
PPO_Ant_seed2,0.012369831325301187,5,1,3,2,4,0.25
PPO_Ant_seed2,0.012443904761904743,2,3,4,1,5,0.0
PPO_Ant_seed2,0.01324479999999998,2,3,4,1,5,0.0
PPO_Ant_seed2,0.013090790697674399,1,2,3,5,4,0.75
PPO_Ant_seed2,0.012940321839080442,3,4,1,5,2,0.25
PPO_Ant_seed2,0.012793272727272709,1,2,3,4,5,1.0
PPO_Ant_seed2,0.013052674157303351,1,4,2,5,3,0.5
PPO_Ant_seed2,0.012907644444444425,2,4,1,5,3,0.0
PPO_Ant_seed2,0.012765802197802179,1,2,3,5,4,0.7881665169630393
PPO_Ant_seed2,0.012932086956521722,1,2,3,4,5,1.0
PPO_Ant_seed2,0.012793032258064498,1,2,4,3,5,0.5
PPO_Ant_seed2,0.01278408510638296,1,2,3,5,4,0.75
PPO_Ant_seed2,0.012649515789473667,2,1,3,5,4,0.0
